activity volunteer_id domain signal var axis var_avg
WALKING_UPSTAIRS 13 f BodyAcc mean Z -0.404785239945455
WALKING_UPSTAIRS 13 f BodyAcc std X -0.266081292363636
WALKING_UPSTAIRS 13 f BodyAcc std Y 0.114656709636364
WALKING_UPSTAIRS 13 f BodyAcc std Z -0.184842227972182
WALKING_UPSTAIRS 13 f BodyAccJerk mean X -0.506212135636364
WALKING_UPSTAIRS 13 f BodyAccJerk mean Y -0.368996179072727
WALKING_UPSTAIRS 13 f BodyAccJerk mean Z -0.631496434363636
WALKING_UPSTAIRS 13 f BodyAccJerk std X -0.514337759454545
WALKING_UPSTAIRS 13 f BodyAccJerk std Y -0.319400410981818
WALKING_UPSTAIRS 13 f BodyAccJerk std Z -0.689235778909091
WALKING_UPSTAIRS 13 f BodyGyro mean X -0.482113007636364
WALKING_UPSTAIRS 13 f BodyGyro mean Y -0.492176104727273
WALKING_UPSTAIRS 13 f BodyGyro mean Z -0.255338945927273
WALKING_UPSTAIRS 13 f BodyGyro std X -0.562911002545455
WALKING_UPSTAIRS 13 f BodyGyro std Y -0.364283258727273
WALKING_UPSTAIRS 13 f BodyGyro std Z -0.272525011818182
WALKING_UPSTAIRS 13 t BodyAcc mean X 0.258203939581818
WALKING_UPSTAIRS 13 t BodyAcc mean Y -0.0277392253910909
WALKING_UPSTAIRS 13 t BodyAcc mean Z -0.125767265890909
WALKING_UPSTAIRS 13 t BodyAcc std X -0.296284597454545
WALKING_UPSTAIRS 13 t BodyAcc std Y 0.104470773801818
WALKING_UPSTAIRS 13 t BodyAcc std Z -0.217210568085455
WALKING_UPSTAIRS 13 t BodyAccJerk mean X 0.0692442067545455
WALKING_UPSTAIRS 13 t BodyAccJerk mean Y -0.00128009758363636
WALKING_UPSTAIRS 13 t BodyAccJerk mean Z -0.0254126299290909
WALKING_UPSTAIRS 13 t BodyAccJerk std X -0.487325539818182
WALKING_UPSTAIRS 13 t BodyAccJerk std Y -0.323333932218182
WALKING_UPSTAIRS 13 t BodyAccJerk std Z -0.660921263636364
WALKING_UPSTAIRS 13 t BodyGyro mean X -0.13829376226
WALKING_UPSTAIRS 13 t BodyGyro mean Y 0.00381966911090909
WALKING_UPSTAIRS 13 t BodyGyro mean Z 0.116679563256364
WALKING_UPSTAIRS 13 t BodyGyro std X -0.541066687090909
WALKING_UPSTAIRS 13 t BodyGyro std Y -0.403572169636364
WALKING_UPSTAIRS 13 t BodyGyro std Z -0.211805111745455
WALKING_UPSTAIRS 13 t BodyGyroJerk mean X -0.0664817176345455
WALKING_UPSTAIRS 13 t BodyGyroJerk mean Y -0.0453051954036364
WALKING_UPSTAIRS 13 t BodyGyroJerk mean Z -0.0661653916327273
WALKING_UPSTAIRS 13 t BodyGyroJerk std X -0.631037584
WALKING_UPSTAIRS 13 t BodyGyroJerk std Y -0.678805915818182
WALKING_UPSTAIRS 13 t BodyGyroJerk std Z -0.550880346909091
WALKING_UPSTAIRS 13 t GravityAcc mean X 0.847634313454545
WALKING_UPSTAIRS 13 t GravityAcc mean Y -0.357404501636364
WALKING_UPSTAIRS 13 t GravityAcc mean Z -0.207507170584727
WALKING_UPSTAIRS 13 t GravityAcc std X -0.946441502363636
WALKING_UPSTAIRS 13 t GravityAcc std Y -0.922054968727273
WALKING_UPSTAIRS 13 t GravityAcc std Z -0.910271096181818
WALKING_UPSTAIRS 14 f BodyAcc mean X -0.323508442240741
WALKING_UPSTAIRS 14 f BodyAcc mean Y 0.0163939234574074
WALKING_UPSTAIRS 14 f BodyAcc mean Z 0.191693742633333
WALKING_UPSTAIRS 14 f BodyAcc std X -0.304980247962963
WALKING_UPSTAIRS 14 f BodyAcc std Y 0.356072772037037
WALKING_UPSTAIRS 14 f BodyAcc std Z 0.687124163703704
WALKING_UPSTAIRS 14 f BodyAccJerk mean X -0.383497147037037
WALKING_UPSTAIRS 14 f BodyAccJerk mean Y -0.347606639592593
WALKING_UPSTAIRS 14 f BodyAccJerk mean Z -0.264008468333333
WALKING_UPSTAIRS 14 f BodyAccJerk std X -0.41096787037037
WALKING_UPSTAIRS 14 f BodyAccJerk std Y -0.371572473072222
WALKING_UPSTAIRS 14 f BodyAccJerk std Z -0.391077873148148
WALKING_UPSTAIRS 14 f BodyGyro mean X -0.441048358648148
WALKING_UPSTAIRS 14 f BodyGyro mean Y 0.118687692187963
WALKING_UPSTAIRS 14 f BodyGyro mean Z 0.196703218737037
WALKING_UPSTAIRS 14 f BodyGyro std X -0.464742933888889
WALKING_UPSTAIRS 14 f BodyGyro std Y 0.646233637037037
WALKING_UPSTAIRS 14 f BodyGyro std Z 0.522454216314815
WALKING_UPSTAIRS 14 t BodyAcc mean X 0.26242106612963
WALKING_UPSTAIRS 14 t BodyAcc mean Y -0.0204388180024074
WALKING_UPSTAIRS 14 t BodyAcc mean Z -0.112279688983333
WALKING_UPSTAIRS 14 t BodyAcc std X -0.309396717592593
WALKING_UPSTAIRS 14 t BodyAcc std Y 0.307195533
WALKING_UPSTAIRS 14 t BodyAcc std Z 0.609017879074074
WALKING_UPSTAIRS 14 t BodyAccJerk mean X 0.0803303022222222
WALKING_UPSTAIRS 14 t BodyAccJerk mean Y -0.0183131159944444
WALKING_UPSTAIRS 14 t BodyAccJerk mean Z 0.00344199486481481
WALKING_UPSTAIRS 14 t BodyAccJerk std X -0.368780418888889
WALKING_UPSTAIRS 14 t BodyAccJerk std Y -0.336427181240741
WALKING_UPSTAIRS 14 t BodyAccJerk std Z -0.327868814314815
WALKING_UPSTAIRS 14 t BodyGyro mean X 0.0813841685037037
WALKING_UPSTAIRS 14 t BodyGyro mean Y -0.123499570044444
WALKING_UPSTAIRS 14 t BodyGyro mean Z -0.0441381886666667
WALKING_UPSTAIRS 14 t BodyGyro std X -0.454283337592593
WALKING_UPSTAIRS 14 t BodyGyro std Y 0.476518714444444
WALKING_UPSTAIRS 14 t BodyGyro std Z 0.564875818162963
WALKING_UPSTAIRS 14 t BodyGyroJerk mean X -0.128266667862963
WALKING_UPSTAIRS 14 t BodyGyroJerk mean Y -0.0207749732407407
WALKING_UPSTAIRS 14 t BodyGyroJerk mean Z -0.0137237620296296
WALKING_UPSTAIRS 14 t BodyGyroJerk std X -0.646611034444444
WALKING_UPSTAIRS 14 t BodyGyroJerk std Y -0.371479721296296
WALKING_UPSTAIRS 14 t BodyGyroJerk std Z -0.359816626703704
WALKING_UPSTAIRS 14 t GravityAcc mean X 0.688256122222222
WALKING_UPSTAIRS 14 t GravityAcc mean Y -0.322680364814815
WALKING_UPSTAIRS 14 t GravityAcc mean Z -0.49508872037037
WALKING_UPSTAIRS 14 t GravityAcc std X -0.928523640925926
WALKING_UPSTAIRS 14 t GravityAcc std Y -0.907231431296296
WALKING_UPSTAIRS 14 t GravityAcc std Z -0.875450819074074
WALKING_UPSTAIRS 15 f BodyAcc mean X -0.0746328434375
WALKING_UPSTAIRS 15 f BodyAcc mean Y -0.1019354328
WALKING_UPSTAIRS 15 f BodyAcc mean Z -0.5395910825
WALKING_UPSTAIRS 15 f BodyAcc std X -0.00838243761666667
WALKING_UPSTAIRS 15 f BodyAcc std Y -0.0191328333041667
WALKING_UPSTAIRS 15 f BodyAcc std Z -0.349600353270833
WALKING_UPSTAIRS 15 f BodyAccJerk mean X -0.2370530733125
WALKING_UPSTAIRS 15 f BodyAccJerk mean Y -0.338102216666667
WALKING_UPSTAIRS 15 f BodyAccJerk mean Z -0.714554172708333
WALKING_UPSTAIRS 15 f BodyAccJerk std X -0.207231605488542
WALKING_UPSTAIRS 15 f BodyAccJerk std Y -0.330391429583333
WALKING_UPSTAIRS 15 f BodyAccJerk std Z -0.783004506458333
WALKING_UPSTAIRS 15 f BodyGyro mean X -0.361096856875
WALKING_UPSTAIRS 15 f BodyGyro mean Y -0.517025245833333
WALKING_UPSTAIRS 15 f BodyGyro mean Z -0.485701745833333
WALKING_UPSTAIRS 15 f BodyGyro std X -0.4372253275
WALKING_UPSTAIRS 15 f BodyGyro std Y -0.243612269004167
WALKING_UPSTAIRS 15 f BodyGyro std Z -0.523744300833333
WALKING_UPSTAIRS 15 t BodyAcc mean X 0.270187595833333
WALKING_UPSTAIRS 15 t BodyAcc mean Y -0.0287523860708333
WALKING_UPSTAIRS 15 t BodyAcc mean Z -0.116952464895833
WALKING_UPSTAIRS 15 t BodyAcc std X -0.0260971840270833
WALKING_UPSTAIRS 15 t BodyAcc std Y -0.00406536043541667
WALKING_UPSTAIRS 15 t BodyAcc std Z -0.379717488104167
WALKING_UPSTAIRS 15 t BodyAccJerk mean X 0.07297243298125
WALKING_UPSTAIRS 15 t BodyAccJerk mean Y -0.00417361847916667
WALKING_UPSTAIRS 15 t BodyAccJerk mean Z -0.00525879898958333
WALKING_UPSTAIRS 15 t BodyAccJerk std X -0.186944664541667
WALKING_UPSTAIRS 15 t BodyAccJerk std Y -0.311861356875
WALKING_UPSTAIRS 15 t BodyAccJerk std Z -0.748809454166667
WALKING_UPSTAIRS 15 t BodyGyro mean X 0.0903340029875
WALKING_UPSTAIRS 15 t BodyGyro mean Y -0.154721289270833
WALKING_UPSTAIRS 15 t BodyGyro mean Z 0.0911681484547917
WALKING_UPSTAIRS 15 t BodyGyro std X -0.415251317916667
WALKING_UPSTAIRS 15 t BodyGyro std Y -0.3302332351
WALKING_UPSTAIRS 15 t BodyGyro std Z -0.477365945208333
WALKING_UPSTAIRS 15 t BodyGyroJerk mean X -0.144485986527083
WALKING_UPSTAIRS 15 t BodyGyroJerk mean Y -0.0365419164020833
WALKING_UPSTAIRS 15 t BodyGyroJerk mean Z -0.0767242496041667
WALKING_UPSTAIRS 15 t BodyGyroJerk std X -0.525533949791667
WALKING_UPSTAIRS 15 t BodyGyroJerk std Y -0.763053512083333
WALKING_UPSTAIRS 15 t BodyGyroJerk std Z -0.657907649166667
WALKING_UPSTAIRS 15 t GravityAcc mean X 0.918544812291667
WALKING_UPSTAIRS 15 t GravityAcc mean Y -0.3149610125
WALKING_UPSTAIRS 15 t GravityAcc mean Z 0.0811803405
WALKING_UPSTAIRS 15 t GravityAcc std X -0.952562395625
WALKING_UPSTAIRS 15 t GravityAcc std Y -0.927648821458333
WALKING_UPSTAIRS 15 t GravityAcc std Z -0.92161847875
WALKING_UPSTAIRS 16 f BodyAcc mean X -0.474984014705882
WALKING_UPSTAIRS 16 f BodyAcc mean Y -0.268063812745098
WALKING_UPSTAIRS 16 f BodyAcc mean Z -0.335853041176471
WALKING_UPSTAIRS 16 f BodyAcc std X -0.369636140980392
WALKING_UPSTAIRS 16 f BodyAcc std Y -0.166324239117647
WALKING_UPSTAIRS 16 f BodyAcc std Z -0.094561233145098
WALKING_UPSTAIRS 16 f BodyAccJerk mean X -0.546088862941176
WALKING_UPSTAIRS 16 f BodyAccJerk mean Y -0.468605205294118
WALKING_UPSTAIRS 16 f BodyAccJerk mean Z -0.565220840588235
WALKING_UPSTAIRS 16 f BodyAccJerk std X -0.538073090196078
WALKING_UPSTAIRS 16 f BodyAccJerk std Y -0.417127012352941
WALKING_UPSTAIRS 16 f BodyAccJerk std Z -0.620123586470588
WALKING_UPSTAIRS 16 f BodyGyro mean X -0.53239971627451
WALKING_UPSTAIRS 16 f BodyGyro mean Y -0.642018064117647
WALKING_UPSTAIRS 16 f BodyGyro mean Z -0.492427493529412
WALKING_UPSTAIRS 16 f BodyGyro std X -0.509896031372549
WALKING_UPSTAIRS 16 f BodyGyro std Y -0.559600598431373
WALKING_UPSTAIRS 16 f BodyGyro std Z -0.387309489901961
WALKING_UPSTAIRS 16 t BodyAcc mean X 0.255986102627451
WALKING_UPSTAIRS 16 t BodyAcc mean Y -0.0143654945011765
WALKING_UPSTAIRS 16 t BodyAcc mean Z -0.124074517745098
WALKING_UPSTAIRS 16 t BodyAcc std X -0.397083831568627
WALKING_UPSTAIRS 16 t BodyAcc std Y -0.163732745078431
WALKING_UPSTAIRS 16 t BodyAcc std Z -0.129283825721569
WALKING_UPSTAIRS 16 t BodyAccJerk mean X 0.0762526677
WALKING_UPSTAIRS 16 t BodyAccJerk mean Y 0.0173729333352941
WALKING_UPSTAIRS 16 t BodyAccJerk mean Z 0.0380533591627451
WALKING_UPSTAIRS 16 t BodyAccJerk std X -0.521089140196078
WALKING_UPSTAIRS 16 t BodyAccJerk std Y -0.425625937254902
WALKING_UPSTAIRS 16 t BodyAccJerk std Z -0.593411129607843
WALKING_UPSTAIRS 16 t BodyGyro mean X 0.0718408878078431
WALKING_UPSTAIRS 16 t BodyGyro mean Y -0.0486136789705882
WALKING_UPSTAIRS 16 t BodyGyro mean Z -0.00779288021764706
WALKING_UPSTAIRS 16 t BodyGyro std X -0.508087166666667
WALKING_UPSTAIRS 16 t BodyGyro std Y -0.58638289372549
WALKING_UPSTAIRS 16 t BodyGyro std Z -0.365025170078431
WALKING_UPSTAIRS 16 t BodyGyroJerk mean X -0.140908293613922
WALKING_UPSTAIRS 16 t BodyGyroJerk mean Y -0.0296211298558824
WALKING_UPSTAIRS 16 t BodyGyroJerk mean Z -0.035416300054902
WALKING_UPSTAIRS 16 t BodyGyroJerk std X -0.707264168627451
WALKING_UPSTAIRS 16 t BodyGyroJerk std Y -0.77471906627451
WALKING_UPSTAIRS 16 t BodyGyroJerk std Z -0.717101021960784
WALKING_UPSTAIRS 16 t GravityAcc mean X 0.826874282745098
WALKING_UPSTAIRS 16 t GravityAcc mean Y -0.0805926025490196
WALKING_UPSTAIRS 16 t GravityAcc mean Z -0.379059698039216
WALKING_UPSTAIRS 16 t GravityAcc std X -0.948413552745098
WALKING_UPSTAIRS 16 t GravityAcc std Y -0.933657461176471
WALKING_UPSTAIRS 16 t GravityAcc std Z -0.907649558823529
WALKING_UPSTAIRS 17 f BodyAcc mean X -0.1397522212625
WALKING_UPSTAIRS 17 f BodyAcc mean Y -0.1175197356
WALKING_UPSTAIRS 17 f BodyAcc mean Z -0.3999234945625
WALKING_UPSTAIRS 17 f BodyAcc std X -0.0355381172854167
WALKING_UPSTAIRS 17 f BodyAcc std Y -0.0252781736083333
WALKING_UPSTAIRS 17 f BodyAcc std Z -0.2048157105
WALKING_UPSTAIRS 17 f BodyAccJerk mean X -0.360272225833333
WALKING_UPSTAIRS 17 f BodyAccJerk mean Y -0.37705192875
WALKING_UPSTAIRS 17 f BodyAccJerk mean Z -0.633017707916667
WALKING_UPSTAIRS 17 f BodyAccJerk std X -0.287219038291667
WALKING_UPSTAIRS 17 f BodyAccJerk std Y -0.365114263583333
WALKING_UPSTAIRS 17 f BodyAccJerk std Z -0.680325770833333
WALKING_UPSTAIRS 17 f BodyGyro mean X -0.416223018291667
WALKING_UPSTAIRS 17 f BodyGyro mean Y -0.521435415208333
WALKING_UPSTAIRS 17 f BodyGyro mean Z -0.324273713333333
WALKING_UPSTAIRS 17 f BodyGyro std X -0.5244683916875
WALKING_UPSTAIRS 17 f BodyGyro std Y -0.481154119791667
WALKING_UPSTAIRS 17 f BodyGyro std Z -0.2778914704375
WALKING_UPSTAIRS 17 t BodyAcc mean X 0.252604768583333
WALKING_UPSTAIRS 17 t BodyAcc mean Y -0.0228645614308333
WALKING_UPSTAIRS 17 t BodyAcc mean Z -0.121290442104167
WALKING_UPSTAIRS 17 t BodyAcc std X -0.062952754100625
WALKING_UPSTAIRS 17 t BodyAcc std Y -0.0131721014395833
WALKING_UPSTAIRS 17 t BodyAcc std Z -0.230220954239583
WALKING_UPSTAIRS 17 t BodyAccJerk mean X 0.07680441704375
WALKING_UPSTAIRS 17 t BodyAccJerk mean Y 0.03083565139375
WALKING_UPSTAIRS 17 t BodyAccJerk mean Z 0.00759533846458334
WALKING_UPSTAIRS 17 t BodyAccJerk std X -0.292665827083333
WALKING_UPSTAIRS 17 t BodyAccJerk std Y -0.349791873229167
WALKING_UPSTAIRS 17 t BodyAccJerk std Z -0.657430836041667
WALKING_UPSTAIRS 17 t BodyGyro mean X -0.0304250571395833
WALKING_UPSTAIRS 17 t BodyGyro mean Y -0.0548455941370417
WALKING_UPSTAIRS 17 t BodyGyro mean Z 0.0560931358145833
WALKING_UPSTAIRS 17 t BodyGyro std X -0.496562732729167
WALKING_UPSTAIRS 17 t BodyGyro std Y -0.493044125208333
WALKING_UPSTAIRS 17 t BodyGyro std Z -0.234402350714583
WALKING_UPSTAIRS 17 t BodyGyroJerk mean X -0.142655397660417
WALKING_UPSTAIRS 17 t BodyGyroJerk mean Y -0.0414496328508333
WALKING_UPSTAIRS 17 t BodyGyroJerk mean Z -0.0223482086545833
WALKING_UPSTAIRS 17 t BodyGyroJerk std X -0.606044344375
WALKING_UPSTAIRS 17 t BodyGyroJerk std Y -0.676722847708333
WALKING_UPSTAIRS 17 t BodyGyroJerk std Z -0.610586202291667
WALKING_UPSTAIRS 17 t GravityAcc mean X 0.853530565833333
WALKING_UPSTAIRS 17 t GravityAcc mean Y -0.284153753333333
WALKING_UPSTAIRS 17 t GravityAcc mean Z -0.298171464166667
WALKING_UPSTAIRS 17 t GravityAcc std X -0.949460372291667
WALKING_UPSTAIRS 17 t GravityAcc std Y -0.91597346625
WALKING_UPSTAIRS 17 t GravityAcc std Z -0.930159843541667
WALKING_UPSTAIRS 18 f BodyAcc mean X -0.465097261896552
WALKING_UPSTAIRS 18 f BodyAcc mean Y -0.363450742586207
WALKING_UPSTAIRS 18 f BodyAcc mean Z -0.522728377068965
WALKING_UPSTAIRS 18 f BodyAcc std X -0.350639840862069
WALKING_UPSTAIRS 18 f BodyAcc std Y -0.190550638155172
WALKING_UPSTAIRS 18 f BodyAcc std Z -0.269571390465517
WALKING_UPSTAIRS 18 f BodyAccJerk mean X -0.589410590172414
WALKING_UPSTAIRS 18 f BodyAccJerk mean Y -0.579650286034483
WALKING_UPSTAIRS 18 f BodyAccJerk mean Z -0.736149274137931
WALKING_UPSTAIRS 18 f BodyAccJerk std X -0.575331252413793
WALKING_UPSTAIRS 18 f BodyAccJerk std Y -0.585531432931034
WALKING_UPSTAIRS 18 f BodyAccJerk std Z -0.784728430344828
WALKING_UPSTAIRS 18 f BodyGyro mean X -0.59232371
WALKING_UPSTAIRS 18 f BodyGyro mean Y -0.649817266551724
WALKING_UPSTAIRS 18 f BodyGyro mean Z -0.504364096896552
WALKING_UPSTAIRS 18 f BodyGyro std X -0.60071129637931
WALKING_UPSTAIRS 18 f BodyGyro std Y -0.443429836896552
WALKING_UPSTAIRS 18 f BodyGyro std Z -0.466022431206897
WALKING_UPSTAIRS 18 t BodyAcc mean X 0.265401201896552
WALKING_UPSTAIRS 18 t BodyAcc mean Y -0.0222060684378914
WALKING_UPSTAIRS 18 t BodyAcc mean Z -0.112655891327586
WALKING_UPSTAIRS 18 t BodyAcc std X -0.380168286724138
WALKING_UPSTAIRS 18 t BodyAcc std Y -0.211155120224138
WALKING_UPSTAIRS 18 t BodyAcc std Z -0.31437339137931
WALKING_UPSTAIRS 18 t BodyAccJerk mean X 0.0812402028517241
WALKING_UPSTAIRS 18 t BodyAccJerk mean Y 0.0211654691775862
WALKING_UPSTAIRS 18 t BodyAccJerk mean Z 0.0093589662862069
WALKING_UPSTAIRS 18 t BodyAccJerk std X -0.563202134655172
WALKING_UPSTAIRS 18 t BodyAccJerk std Y -0.56794063862069
WALKING_UPSTAIRS 18 t BodyAccJerk std Z -0.760829911206897
WALKING_UPSTAIRS 18 t BodyGyro mean X -0.0470683915017241
WALKING_UPSTAIRS 18 t BodyGyro mean Y -0.0526133819862069
WALKING_UPSTAIRS 18 t BodyGyro mean Z 0.0906736478431034
WALKING_UPSTAIRS 18 t BodyGyro std X -0.593841504137931
WALKING_UPSTAIRS 18 t BodyGyro std Y -0.507297003103448
WALKING_UPSTAIRS 18 t BodyGyro std Z -0.433922212068966
WALKING_UPSTAIRS 18 t BodyGyroJerk mean X -0.0899953036658621
WALKING_UPSTAIRS 18 t BodyGyroJerk mean Y -0.0527472610827586
WALKING_UPSTAIRS 18 t BodyGyroJerk mean Z -0.0692536211396552
WALKING_UPSTAIRS 18 t BodyGyroJerk std X -0.76068902862069
WALKING_UPSTAIRS 18 t BodyGyroJerk std Y -0.828872171206897
WALKING_UPSTAIRS 18 t BodyGyroJerk std Z -0.718951757931034
WALKING_UPSTAIRS 18 t GravityAcc mean X 0.883330258448276
WALKING_UPSTAIRS 18 t GravityAcc mean Y -0.316619946206897
WALKING_UPSTAIRS 18 t GravityAcc mean Z -0.106112549189655
WALKING_UPSTAIRS 18 t GravityAcc std X -0.961738807068966
WALKING_UPSTAIRS 18 t GravityAcc std Y -0.942056881206897
WALKING_UPSTAIRS 18 t GravityAcc std Z -0.907839723965517
WALKING_UPSTAIRS 19 f BodyAcc mean X -0.15687949467775
WALKING_UPSTAIRS 19 f BodyAcc mean Y 0.111818164225
WALKING_UPSTAIRS 19 f BodyAcc mean Z -0.2196444734075
WALKING_UPSTAIRS 19 f BodyAcc std X -0.11993477534
WALKING_UPSTAIRS 19 f BodyAcc std Y 0.13255758081125
WALKING_UPSTAIRS 19 f BodyAcc std Z -0.2399806950525
WALKING_UPSTAIRS 19 f BodyAccJerk mean X -0.2053226461925
WALKING_UPSTAIRS 19 f BodyAccJerk mean Y -0.073928372175
WALKING_UPSTAIRS 19 f BodyAccJerk mean Z -0.3806571232
WALKING_UPSTAIRS 19 f BodyAccJerk std X -0.2172651781
WALKING_UPSTAIRS 19 f BodyAccJerk std Y -0.0131695876025
WALKING_UPSTAIRS 19 f BodyAccJerk std Z -0.50771620575
WALKING_UPSTAIRS 19 f BodyGyro mean X -0.194485509535
WALKING_UPSTAIRS 19 f BodyGyro mean Y -0.2254218170275
WALKING_UPSTAIRS 19 f BodyGyro mean Z -0.06612935167
WALKING_UPSTAIRS 19 f BodyGyro std X -0.4775147465
WALKING_UPSTAIRS 19 f BodyGyro std Y -0.149925160355
WALKING_UPSTAIRS 19 f BodyGyro std Z -0.207498123525
WALKING_UPSTAIRS 19 t BodyAcc mean X 0.242118808925
WALKING_UPSTAIRS 19 t BodyAcc mean Y -0.0303986615775
WALKING_UPSTAIRS 19 t BodyAcc mean Z -0.151054607725
WALKING_UPSTAIRS 19 t BodyAcc std X -0.1287420952375
WALKING_UPSTAIRS 19 t BodyAcc std Y 0.176349922525
WALKING_UPSTAIRS 19 t BodyAcc std Z -0.1904685504575
WALKING_UPSTAIRS 19 t BodyAccJerk mean X 0.08315450836225
WALKING_UPSTAIRS 19 t BodyAccJerk mean Y 0.056818586275
WALKING_UPSTAIRS 19 t BodyAccJerk mean Z 0.0316681980575
WALKING_UPSTAIRS 19 t BodyAccJerk std X -0.1742790558
WALKING_UPSTAIRS 19 t BodyAccJerk std Y -0.0128865483575
WALKING_UPSTAIRS 19 t BodyAccJerk std Z -0.4442822275
WALKING_UPSTAIRS 19 t BodyGyro mean X 0.0388537087875
WALKING_UPSTAIRS 19 t BodyGyro mean Y -0.134514320575
WALKING_UPSTAIRS 19 t BodyGyro mean Z -0.000233248224999999
WALKING_UPSTAIRS 19 t BodyGyro std X -0.4068000325
WALKING_UPSTAIRS 19 t BodyGyro std Y -0.17263322355
WALKING_UPSTAIRS 19 t BodyGyro std Z -0.110117174875
WALKING_UPSTAIRS 19 t BodyGyroJerk mean X -0.1018063044
WALKING_UPSTAIRS 19 t BodyGyroJerk mean Y -0.0346288461475
WALKING_UPSTAIRS 19 t BodyGyroJerk mean Z -0.0533545875525
WALKING_UPSTAIRS 19 t BodyGyroJerk std X -0.23937641116
WALKING_UPSTAIRS 19 t BodyGyroJerk std Y -0.49212221875
WALKING_UPSTAIRS 19 t BodyGyroJerk std Z -0.3754149830025
WALKING_UPSTAIRS 19 t GravityAcc mean X 0.8294283725
WALKING_UPSTAIRS 19 t GravityAcc mean Y -0.3871007085
WALKING_UPSTAIRS 19 t GravityAcc mean Z -0.2210087627
WALKING_UPSTAIRS 19 t GravityAcc std X -0.916495992
WALKING_UPSTAIRS 19 t GravityAcc std Y -0.9010448505
WALKING_UPSTAIRS 19 t GravityAcc std Z -0.83693567475
WALKING_UPSTAIRS 20 f BodyAcc mean X -0.140439074776471
WALKING_UPSTAIRS 20 f BodyAcc mean Y -0.0293832440223529
WALKING_UPSTAIRS 20 f BodyAcc mean Z -0.318431522156863
WALKING_UPSTAIRS 20 f BodyAcc std X -0.108444759592157
WALKING_UPSTAIRS 20 f BodyAcc std Y 0.16454675022549
WALKING_UPSTAIRS 20 f BodyAcc std Z -0.242438965196078
WALKING_UPSTAIRS 20 f BodyAccJerk mean X -0.256162264623529
WALKING_UPSTAIRS 20 f BodyAccJerk mean Y -0.312161098966667
WALKING_UPSTAIRS 20 f BodyAccJerk mean Z -0.492755895098039
WALKING_UPSTAIRS 20 f BodyAccJerk std X -0.187090779486275
WALKING_UPSTAIRS 20 f BodyAccJerk std Y -0.255008282372549
WALKING_UPSTAIRS 20 f BodyAccJerk std Z -0.533201712745098
WALKING_UPSTAIRS 20 f BodyGyro mean X -0.372684353921569
WALKING_UPSTAIRS 20 f BodyGyro mean Y -0.162341385629412
WALKING_UPSTAIRS 20 f BodyGyro mean Z 0.115076640798039
WALKING_UPSTAIRS 20 f BodyGyro std X -0.532021733921569
WALKING_UPSTAIRS 20 f BodyGyro std Y -0.079046721372549
WALKING_UPSTAIRS 20 f BodyGyro std Z 0.095476833245098
WALKING_UPSTAIRS 20 t BodyAcc mean X 0.252098317156863
WALKING_UPSTAIRS 20 t BodyAcc mean Y -0.0282258047588235
WALKING_UPSTAIRS 20 t BodyAcc mean Z -0.121023947784314
WALKING_UPSTAIRS 20 t BodyAcc std X -0.116088676011765
WALKING_UPSTAIRS 20 t BodyAcc std Y 0.15219632835098
WALKING_UPSTAIRS 20 t BodyAcc std Z -0.229249455098039
WALKING_UPSTAIRS 20 t BodyAccJerk mean X 0.0836451256901961
WALKING_UPSTAIRS 20 t BodyAccJerk mean Y 0.00659982629803922
WALKING_UPSTAIRS 20 t BodyAccJerk mean Z -0.024542099304902
WALKING_UPSTAIRS 20 t BodyAccJerk std X -0.185695388078431
WALKING_UPSTAIRS 20 t BodyAccJerk std Y -0.260789711588235
WALKING_UPSTAIRS 20 t BodyAccJerk std Z -0.513641207058824
WALKING_UPSTAIRS 20 t BodyGyro mean X 0.0659193258862745
WALKING_UPSTAIRS 20 t BodyGyro mean Y -0.174650964745098
WALKING_UPSTAIRS 20 t BodyGyro mean Z 0.058701941845098
WALKING_UPSTAIRS 20 t BodyGyro std X -0.492701193921569
WALKING_UPSTAIRS 20 t BodyGyro std Y -0.104722161186078
WALKING_UPSTAIRS 20 t BodyGyro std Z 0.184119332796078
WALKING_UPSTAIRS 20 t BodyGyroJerk mean X -0.148389168870392
WALKING_UPSTAIRS 20 t BodyGyroJerk mean Y -0.0189816250372549
WALKING_UPSTAIRS 20 t BodyGyroJerk mean Z -0.0518985451176471
WALKING_UPSTAIRS 20 t BodyGyroJerk std X -0.471107678431373
WALKING_UPSTAIRS 20 t BodyGyroJerk std Y -0.393988623529412
WALKING_UPSTAIRS 20 t BodyGyroJerk std Z -0.253867089670588
WALKING_UPSTAIRS 20 t GravityAcc mean X 0.777095717058824
WALKING_UPSTAIRS 20 t GravityAcc mean Y -0.479894842941176
WALKING_UPSTAIRS 20 t GravityAcc mean Z -0.130117634791765
WALKING_UPSTAIRS 20 t GravityAcc std X -0.931405014313725
WALKING_UPSTAIRS 20 t GravityAcc std Y -0.92459435372549
WALKING_UPSTAIRS 20 t GravityAcc std Z -0.904064093529412
WALKING_UPSTAIRS 21 f BodyAcc mean X -0.319169340234043
WALKING_UPSTAIRS 21 f BodyAcc mean Y 0.0221598658106383
WALKING_UPSTAIRS 21 f BodyAcc mean Z -0.321712974042553
WALKING_UPSTAIRS 21 f BodyAcc std X -0.213184048
WALKING_UPSTAIRS 21 f BodyAcc std Y 0.0823434279595745
